classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
Metabolism;Glycan biosynthesis and metabolism;N-Glycan biosynthesis;N-Glycan biosynthesis	https://www.genome.jp/entry/ko00510	ko00510	35671.13636363637	215.23090909090908	448.84090909090907	283.0831818181818	112.91681818181819	114.44681818181817	421.74227272727273	604.1363636363636	389.58681818181816	353.09090909090907	615.3068181818181	456.56045454545455	326.35227272727275	345.49227272727273	631.2954545454545	337.8018181818182	695.7195454545455	451.84090909090907	569.2081818181819	577.1704545454545	99.86772727272728	105.06045454545455	479.09090909090907	167.25772727272727	106.375	428.5304545454546	426.8940909090909	568.0	792.4686363636363	572.4663636363637	630.4245454545454	691.75	372.0831818181818	754.375	537.9168181818181	786.424090909091	686.5986363636364	385.9318181818182	787.1363636363636	637.8940909090909	654.3031818181818	582.6518181818182	851.7804545454545	386.735	183.0681818181818	594.9240909090909	414.72727272727275	455.4018181818182	676.6440909090909	989.6059090909092	814.4845454545456	913.9168181818181	702.2727272727273	688.8181818181819	765.22	410.06045454545455	709.7954545454545	717.985	524.9390909090909	188.00772727272727	227.49227272727273	431.6209090909091	650.6818181818181	614.1477272727273	567.2272727272727	784.3350000000003	777.5190909090908	202.08318181818183	743.7954545454545	480.52272727272725
Metabolism;Glycan biosynthesis and metabolism;Other glycan degradation;Other glycan degradation	https://www.genome.jp/entry/ko00511	ko00511	1455405.1537499998	8895.60125	18719.966249999998	11152.343749999998	4540.860000000001	4486.6987500000005	17589.36625	24924.4625	16140.44125	15387.324999999999	25691.16375	18419.551250000004	12902.40625	13938.75625	27288.26625	14332.826249999998	28787.670000000002	18871.69375	23405.932500000003	23456.36875	4637.07375	5211.3625	20001.90875	8986.552499999998	5438.485000000001	15683.55625	17440.30375	21841.80625	33177.14874999999	22870.23125	24520.308749999997	25811.5025	14321.802500000002	31857.175	20260.036249999997	30519.847500000003	27531.875	15184.68375	33081.582500000004	25759.817499999997	27336.2925	21942.88125	34135.51625	15535.7375	7843.936250000001	23947.0325	14893.7375	17741.73375	27202.8625	39228.4525	33665.416249999995	37901.40000000001	29953.20125	27242.0125	32142.71125	17446.3925	29522.0975	29022.13375	21691.956250000003	6031.325000000001	8478.43	16597.776250000003	26183.5875	24897.4125	23635.856249999997	32389.536250000005	34633.99375	8262.905	32807.14	20022.927499999998
Metabolism;Glycan biosynthesis and metabolism;Other types of O-glycan biosynthesis;Other types of O-glycan biosynthesis	https://www.genome.jp/entry/ko00514	ko00514	24.07142857142857	0.07142857142857142	1.0	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.0	0.21428571428571427	0.0	0.21428571428571427	0.0	0.21428571428571427	0.35714285714285715	0.14285714285714285	0.35714285714285715	0.0	0.42857142857142855	0.0	0.07142857142857142	0.21428571428571427	0.21428571428571427	0.35714285714285715	0.2857142857142857	0.35714285714285715	0.5	0.14285714285714285	1.1428571428571428	0.21428571428571427	0.14285714285714285	0.5	0.0	1.1428571428571428	0.07142857142857142	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.7142857142857143	0.14285714285714285	1.2142857142857142	0.35714285714285715	0.0	0.21428571428571427	0.2857142857142857	0.14285714285714285	0.14285714285714285	1.2857142857142858	1.0714285714285714	0.5714285714285714	0.21428571428571427	0.5	0.35714285714285715	1.2857142857142858	0.35714285714285715	0.7142857142857143	0.21428571428571427	0.0	0.35714285714285715	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.21428571428571427	0.21428571428571427	1.0714285714285714	0.8571428571428571	0.5	1.4285714285714286	0.14285714285714285
Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism	https://www.genome.jp/entry/ko00520	ko00520	708776.477037037	5787.500185185188	7292.604444444445	5915.505925925925	6547.2018518518535	5086.824074074077	7387.0479629629635	10108.192962962961	8770.918703703705	10211.65092592593	12071.289444444445	11738.836296296295	9691.287962962962	7273.1748148148135	12310.157222222224	6598.487222222223	10678.073148148147	7714.289259259259	12294.664074074079	9215.445370370373	6769.236481481482	7386.707777777779	10148.562962962964	9720.171481481482	5919.6975925925935	10951.779259259261	11835.787037037038	10749.612962962965	14966.36037037037	10366.219074074073	10516.995555555557	13182.053703703707	7438.48925925926	13935.775000000003	7815.901666666667	14678.559999999998	11725.70425925926	9693.739814814817	13556.42351851852	10310.590740740743	11635.686851851855	11975.90611111111	14461.91574074074	9494.258703703705	3053.72925925926	9548.598148148149	10943.4	11233.95	12383.431481481484	14098.114444444444	13843.123888888887	14852.598703703705	11754.37777777778	11741.610555555557	13330.537407407408	8162.100925925926	13704.160555555554	10973.39814814815	9465.59888888889	9412.246851851853	6059.032037037036	7703.74888888889	13079.92685185185	12179.667592592594	10462.399814814817	12067.76722222222	13784.940000000002	3894.414259259258	15469.35574074074	9644.959814814814
Metabolism;Biosynthesis of other secondary metabolites;Streptomycin biosynthesis;Streptomycin biosynthesis	https://www.genome.jp/entry/ko00521	ko00521	1164264.2522222223	9138.995555555557	11988.884444444444	9464.622222222222	9917.757777777779	7994.596666666666	13118.521111111111	16085.276666666665	14963.408888888887	16911.092222222225	20694.911111111112	19223.26777777778	16482.61111111111	11576.022222222224	19704.19	10615.621111111112	17832.534444444445	12521.553333333335	20657.695555555558	16141.281111111111	9779.675555555556	10615.478888888889	16116.23333333333	13145.664444444446	8263.248888888887	18034.59888888889	18492.67222222222	17089.062222222223	24056.66	17121.39	17966.97	22257.288888888885	12499.624444444444	23003.088888888888	13251.877777777778	25110.18555555556	20190.41555555556	15651.745555555555	22889.70777777778	16934.83222222222	19721.14888888889	18907.27333333333	24637.608888888888	15184.685555555558	4962.158888888888	15771.706666666669	18704.85222222222	19405.44	20250.213333333333	24083.616666666665	22707.818888888887	25095.307777777773	20419.310000000005	19713.092222222225	22932.42	12351.109999999999	22901.712222222224	19145.67	16290.16	14930.16	9466.065555555557	12000.42888888889	21974.252222222225	21021.663333333334	17219.01888888889	20338.67888888889	20793.25555555556	5815.015555555556	24793.974444444448	15223.168888888888
Metabolism;Glycan biosynthesis and metabolism;Glycosaminoglycan degradation;Glycosaminoglycan degradation	https://www.genome.jp/entry/ko00531	ko00531	612037.2342857143	3964.5214285714287	7661.118571428572	5094.8099999999995	2065.285714285714	1861.452857142857	7543.428571428572	10293.81	6929.831428571429	7091.358571428572	11154.521428571428	6889.664285714286	5642.785714285715	5576.167142857143	10700.358571428573	5623.568571428572	11508.949999999999	7410.715714285715	10104.949999999999	10101.50142857143	2660.407142857143	2711.3571428571427	7916.001428571429	3317.4542857142856	2050.6185714285716	6300.285714285715	6751.501428571429	8613.19	14392.569999999998	9918.74	10640.50142857143	10989.787142857143	6286.595714285714	14363.642857142857	8452.74	13406.117142857143	11775.0	5769.452857142857	13885.118571428571	10921.478571428572	11973.978571428572	9311.644285714287	14533.404285714287	5743.644285714286	3207.0242857142853	10139.735714285713	6778.284285714285	7720.907142857142	10918.215714285716	17349.927142857145	14079.212857142858	16295.501428571428	12594.261428571428	11447.430000000002	13819.407142857142	7014.238571428571	12615.688571428573	12351.66857142857	9377.712857142857	3001.285714285714	3286.3814285714284	6200.617142857142	11367.49857142857	10669.641428571427	9625.24	14189.398571428572	13043.761428571428	2897.0214285714287	14157.855714285715	7985.285714285715
Metabolism;Glycan biosynthesis and metabolism;Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis	https://www.genome.jp/entry/ko00540	ko00540	543595.2946666667	3241.0266666666666	6534.580000000001	5091.813999999999	2393.256	1822.7473333333328	6552.660666666667	9539.336666666666	5837.940666666667	6098.893999999999	9186.244	6382.5266666666685	4692.7	5559.013999999999	11114.160666666665	5313.230666666667	10775.609999999999	6964.143999999999	8579.876666666669	8920.543999999998	1724.3793333333335	1785.994	7725.627333333333	2063.2866666666664	1376.4746666666667	6050.539333333333	5937.728	8270.980000000001	12863.097333333335	9343.915333333336	9486.639333333333	10048.793999999998	5375.597333333333	11594.283333333333	7737.953333333333	11146.496666666668	10801.606	5341.203333333333	11931.68	9114.856666666665	10274.023333333333	10829.989333333331	13425.802666666668	6191.85	2814.9199999999996	8459.488000000001	6121.206000000001	7071.595999999999	9997.866666666667	13890.922	12037.732666666667	14406.6	11133.18	10174.793999999998	12070.529333333334	5760.297333333333	11033.469333333334	10465.986666666666	7876.710666666667	2443.089333333333	2868.130666666666	6028.440666666667	9978.322666666669	9193.756000000001	8333.764	11872.003333333336	11530.95266666667	2754.393333333333	11642.889333333334	8591.15
Metabolism;Glycan biosynthesis and metabolism;Peptidoglycan biosynthesis;Peptidoglycan biosynthesis	https://www.genome.jp/entry/ko00550	ko00550	1173065.3710526316	10129.63	11043.627894736841	10317.098421052631	12556.084736842104	9672.938421052633	12240.990526315785	15556.265263157897	15538.535789473684	18558.548947368425	20756.288947368423	20516.149999999998	18163.047368421056	12156.372105263157	19967.114210526317	10761.833684210525	16376.481578947367	11966.893684210525	21161.58157894737	14999.675263157895	12571.127368421052	13663.854210526315	16455.05736842105	16574.826315789473	10165.866842105264	19076.75631578947	20192.83105263158	17048.96368421053	24044.85789473684	17099.552105263156	17011.00157894737	22445.88631578947	12577.043684210528	22224.526315789477	12045.063684210525	25411.015789473688	19757.740526315793	16966.578947368427	21789.323157894745	15834.659473684213	18894.643684210532	20419.46684210526	24113.92736842106	16044.66842105263	4654.666315789473	14548.877368421048	20084.582631578945	20361.421578947367	19873.997368421056	21511.73368421053	21482.276315789473	23452.99052631579	18839.331578947367	18993.59894736842	21476.05894736842	12288.76	22657.477368421052	17267.54052631579	15745.25421052632	18427.574736842107	10559.09947368421	11856.74842105263	22028.321052631578	21002.379999999997	16906.12473684211	18974.93157894737	18390.738421052636	5940.702105263158	24686.39578947369	16185.389999999996
Metabolism;Lipid metabolism;Glycerolipid metabolism;Glycerolipid metabolism	https://www.genome.jp/entry/ko00561	ko00561	281713.6143749999	2619.4021875	2571.5725	2565.6462500000002	3320.0315624999994	2536.8803125	2820.6487500000003	3617.02125	3748.195	4576.7246875	4891.988125	4870.0584375	4591.340625000001	2924.6306250000002	4458.26875	2407.3428125	3530.785	2673.6075	5157.1365625	3404.07625	3510.868125	3795.4765624999995	3950.59	4919.6596875000005	2969.918125	4647.178125	5092.004687500001	4021.6115624999998	5955.524062500001	4020.20875	4026.2899999999995	5365.9884375	3104.7396875	5388.625	2779.6078125	6160.6325	4611.5140625	3912.8365625	4907.4575	3631.5899999999997	4579.74625	4861.40125	5666.5493750000005	3812.691875	1032.6815625	3359.5193750000003	5060.0409375	4994.829375	4607.3325	5081.0171875	4978.756875	5527.73875	4309.6025	4440.0903125	5064.3228125	2832.6909375	5485.1293749999995	3903.9378125	3713.5253125	4993.809375000001	2641.3003125	2660.0968749999997	5361.7596875	5067.38625	3939.6975	4471.0003125	4036.185	1316.22125	6225.8925	3630.9825
Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;Inositol phosphate metabolism	https://www.genome.jp/entry/ko00562	ko00562	128755.55652173913	950.0043478260869	1404.0308695652172	1070.0073913043477	879.9304347826088	783.4691304347826	1399.2243478260868	1931.6626086956524	1589.3821739130435	1632.2134782608698	2178.9465217391303	1740.4152173913044	1488.2	1255.4791304347825	2216.958260869565	1195.1334782608697	2193.823913043478	1528.3286956521738	2218.6478260869567	1851.0808695652174	931.7052173913044	1112.7991304347825	1779.405652173913	1629.0256521739136	1007.7104347826086	1676.168260869565	1994.7395652173911	1871.9373913043478	2942.814347826087	1989.1626086956521	1997.4747826086955	2363.0034782608695	1316.4473913043478	2720.947826086957	1563.6417391304346	2722.3352173913045	2278.0421739130434	1460.628695652174	2575.2769565217395	1992.667391304348	2317.6173913043476	2160.6195652173915	2840.4265217391303	1497.6947826086957	603.4013043478261	1848.8695652173913	1720.6886956521737	1900.5760869565217	2310.4339130434782	2868.1039130434783	2651.70347826087	3079.677391304348	2368.097391304348	2193.6939130434785	2692.1030434782606	1313.643913043478	2537.9339130434782	2148.5539130434786	1822.9565217391305	1268.3247826086956	936.9743478260871	1318.2182608695653	2416.812608695652	2224.449565217391	1918.6434782608696	2531.1734782608696	2383.4295652173914	672.01	3032.28	1743.5726086956522
Metabolism;Lipid metabolism;Glycerophospholipid metabolism;Glycerophospholipid metabolism	https://www.genome.jp/entry/ko00564	ko00564	328539.074	2846.0055	3217.9230000000002	2930.1355	3462.3969999999995	2603.5412499999998	3417.40775	4477.6982499999995	4200.79925	5040.01625	5660.588250000001	5469.651750000001	4878.2775	3407.018	5582.155499999999	2942.2665	4629.488	3406.24625	5788.553	4208.9625	3433.171	3722.5335	4640.27325	4786.689250000001	2879.43225	5192.120250000001	5559.244500000001	4759.736750000001	7105.904749999999	4919.749000000001	4809.94	6214.192	3497.3225000000007	6362.003749999999	3449.81625	7063.6007500000005	5539.05275	4503.1665	6038.044	4478.472	5415.6669999999995	5859.757999999999	6825.678750000001	4462.6515	1314.4047500000001	4137.766750000001	5478.714999999999	5560.239	5558.77025	6216.8955000000005	6088.21125	6740.646500000001	5342.15725	5285.8862500000005	6076.253500000001	3431.9932500000004	6471.10475	4873.9892500000005	4344.662	4980.619000000001	2849.9195000000004	3288.4934999999996	6245.56	5793.1675	4689.63575	5440.407250000001	5391.69825	1654.791	7125.303750000001	4470.431999999999
Metabolism;Lipid metabolism;Sphingolipid metabolism;Sphingolipid metabolism	https://www.genome.jp/entry/ko00600	ko00600	422797.21149999986	2931.9214999999995	5118.5565	3329.245999999999	2114.9705000000004	1874.743	4943.263000000001	6738.128500000001	4946.239499999999	4960.995000000001	7397.0215	5802.2315	4464.115	4047.726	7505.983	3956.5519999999997	7610.914	5126.6525	7035.486500000001	6429.3925	2167.2835	2445.84	5716.737	3962.1904999999992	2318.817	5258.6025	5697.618	6267.599	9521.9875	6518.1055	6960.546999999999	7639.3245	4284.418	8782.064999999999	5530.855	8891.376999999999	7757.495	4818.2455	9068.9275	7054.5509999999995	7658.081	6467.1675	9586.4245	4880.42	2088.895	6579.479000000001	5168.929999999999	5727.769	7588.469999999999	10634.556999999999	9222.308	10255.675000000003	8217.897	7600.815	8882.586	4890.6025	8606.6295	7987.2705000000005	6100.6050000000005	3118.5125	2780.0575	4671.3	7745.76	7393.1375	6579.735999999999	8690.362000000001	9242.034	2296.7545	9586.7225	5551.5295
Metabolism;Carbohydrate metabolism;Pyruvate metabolism;Pyruvate metabolism	https://www.genome.jp/entry/ko00620	ko00620	712342.8970270269	5952.471621621622	7108.245945945945	6077.414594594596	7159.703513513514	5431.997027027028	7229.514054054053	9930.425675675675	8704.321351351351	10388.986486486487	12087.657297297297	11948.088918918918	9932.386486486486	7533.15	12412.346216216216	6737.3918918918935	10468.882162162165	7594.621891891892	12146.038648648651	8979.521621621623	7144.798108108109	7759.734324324324	10242.555945945944	10186.780540540542	6149.417837837838	11238.994054054056	12259.097027027028	10792.045135135137	14919.297567567568	10410.133513513512	10505.419729729732	13687.258648648647	7586.65945945946	13816.18648648649	7743.429189189191	15324.796486486483	11736.845405405405	10152.16972972973	13363.423513513515	10228.609729729731	11548.111621621625	12828.692432432432	14475.21972972973	9703.165675675677	3005.9081081081085	9427.09027027027	11368.04945945946	11529.805675675678	12564.317567567568	13535.112702702703	13658.546486486492	14576.323783783784	11483.321621621624	11756.312702702702	13028.915135135137	8005.989729729729	13744.427027027026	10600.695945945945	9249.484594594596	10109.106216216214	6337.232432432431	7672.349729729728	12873.178108108108	12198.880270270272	10410.385135135135	11622.914594594595	12745.234864864866	4000.1537837837823	15169.987567567568	10043.166216216214
Metabolism;Xenobiotics biodegradation and metabolism;Toluene degradation;Toluene degradation	https://www.genome.jp/entry/ko00623	ko00623	78291.68428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2837.1242857142856	3243.932857142857	0.0	0.0	2924.9821428571427	0.0	0.0	0.0	3546.9671428571432	2464.2721428571426	0.0	3226.182857142857	0.0	0.0	0.0	2590.2685714285717	1475.3607142857143	0.0	0.0	0.0	5397.695	3617.177857142857	0.0	0.0	0.0	0.0	2592.7685714285717	0.0	0.0	0.0	4278.8607142857145	0.0	4094.5685714285714	0.0	0.0	0.0	0.0	0.0	3327.8528571428574	3618.0864285714283	3669.415	4578.013571428572	0.0	5283.557857142857	4203.8607142857145	0.0	0.0	0.0	0.0	0.0	0.0	2588.714285714286	0.0	0.0	4497.263571428572	0.0	0.0	4234.7585714285715	0.0	0.0	0.0	0.0
Metabolism;Xenobiotics biodegradation and metabolism;Aminobenzoate degradation;Aminobenzoate degradation	https://www.genome.jp/entry/ko00627	ko00627	48288.16166666665	405.6123333333333	511.4306666666667	445.21866666666665	368.37933333333336	301.325	408.79466666666667	695.4326666666668	459.82399999999996	493.66066666666666	673.1413333333333	509.90066666666667	397.185	464.29200000000003	762.9743333333333	441.46666666666664	772.044	571.4206666666668	707.9573333333334	552.6406666666667	370.2466666666667	495.89099999999996	622.5553333333334	1137.2303333333334	670.631	611.2606666666667	822.6550000000001	768.3373333333334	1292.5766666666668	799.794	740.0916666666667	976.5303333333334	501.19166666666666	1198.6033333333332	597.6616666666666	1005.7196666666666	711.1923333333333	594.4923333333334	878.6513333333334	807.8843333333333	817.8493333333334	980.797	939.2066666666668	576.7263333333334	219.09866666666667	738.9556666666666	654.1393333333333	620.0753333333334	958.4096666666667	1024.0566666666666	1032.1233333333334	1201.1913333333332	751.7943333333334	760.649	924.6883333333334	621.1763333333333	944.8253333333334	693.3686666666666	546.5980000000001	515.944	344.633	530.0626666666666	959.1626666666666	685.9293333333334	616.4050000000001	845.7686666666666	1055.5146666666667	304.65766666666667	1216.546	661.9113333333333
Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism	https://www.genome.jp/entry/ko00630	ko00630	468282.6172727274	3640.845757575757	4916.545151515152	3962.056363636363	4211.373636363637	3222.8736363636363	5043.579393939393	6821.008787878787	5832.108181818182	6789.6584848484845	8234.38696969697	7842.533636363636	6496.546969696969	4988.082121212122	8507.556969696972	4502.386666666667	7380.113939393938	5210.973636363637	8074.574545454546	6298.361515151515	4120.438484848486	4357.54606060606	6900.884242424243	5030.643939393939	3140.3766666666675	7037.631212121212	7423.076666666667	6952.285757575759	9597.635454545454	6915.92090909091	7045.730606060607	8829.578787878787	4885.449090909091	8847.842424242424	5209.527272727272	10138.00303030303	8113.134242424244	6348.908787878788	9226.652424242426	6856.281515151514	7837.557272727273	8280.590606060607	9997.97303030303	6147.659393939394	2060.03303030303	6308.577575757576	7092.243030303029	7423.7872727272725	8380.725151515151	9402.92090909091	9134.719393939393	10004.038787878788	8096.006060606061	7962.443333333334	8979.970303030304	5094.665454545455	9045.838787878787	7384.934848484848	6428.089696969698	5743.091818181818	3925.0775757575757	4942.088484848486	8417.662727272727	8185.308181818183	7099.977878787878	8179.123030303031	8584.151212121214	2535.263939393939	9865.849696969699	6789.134848484847
Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation;Nitrotoluene degradation	https://www.genome.jp/entry/ko00633	ko00633	127436.49909090911	1248.7481818181818	942.9836363636364	1416.009090909091	2193.1436363636367	1443.918181818182	1084.0754545454545	1601.6527272727274	1569.1136363636363	2450.998181818182	2021.2863636363638	2635.5363636363636	2333.159090909091	1640.38	2207.3845454545453	1157.560909090909	1306.740909090909	950.15	2341.6118181818183	1246.9072727272726	2060.759090909091	2020.75	2232.279090909091	1609.090909090909	1005.3318181818181	2522.2272727272725	2406.18	1999.9609090909091	2188.9754545454543	1617.229090909091	1833.1427272727271	2760.7336363636364	1492.2136363636362	2109.568181818182	1209.560909090909	2928.9772727272725	1962.4318181818182	2071.940909090909	1812.5890909090908	1470.7363636363636	1872.7972727272727	3456.1045454545456	2484.2636363636366	2123.907272727273	404.51727272727277	1334.0136363636364	2696.7363636363634	2394.168181818182	2085.4	1728.6836363636364	1783.0390909090909	2108.4227272727276	1486.8845454545453	2200.2863636363636	2025.32	1311.2518181818182	2282.7272727272725	1280.4545454545455	1332.759090909091	2853.6363636363635	1461.1154545454547	1243.53	2239.479090909091	2187.0472727272727	1709.6663636363637	1538.75	1489.9381818181819	574.93	2471.0472727272727	2169.5836363636363
Metabolism;Carbohydrate metabolism;Propanoate metabolism;Propanoate metabolism	https://www.genome.jp/entry/ko00640	ko00640	384885.3057575759	3311.19909090909	3785.1430303030297	3355.4693939393937	3929.1942424242416	2945.0415151515153	3931.6236363636367	5218.940303030302	4868.48	5761.094545454545	6682.27606060606	6356.055151515152	5539.493939393939	4041.4921212121208	6664.228484848485	3588.402424242424	5655.830606060606	4150.400303030303	6663.524848484849	4864.1096969696955	3765.773333333333	4180.741212121213	5539.216666666666	5670.562727272728	3363.760909090909	5866.058787878787	6448.10909090909	5512.443636363635	8356.255757575758	5817.204242424242	5603.831818181819	7389.146060606062	4000.8645454545463	7409.083333333333	4046.4212121212117	8533.117575757578	6520.308787878789	5345.298787878787	7205.84787878788	5423.626666666666	6324.717272727274	7064.575757575757	8083.463636363638	5137.539696969697	1584.214848484848	4964.858181818181	6194.127272727272	6322.589696969697	6862.95393939394	7303.741212121213	7162.78696969697	8046.673939393939	6329.959696969699	6252.258181818182	7065.011212121212	4095.9742424242413	7543.468787878789	5658.768787878787	5006.107575757577	5520.1239393939395	3280.822727272727	3839.6412121212124	7185.783939393941	6709.2115151515145	5558.6303030303025	6367.781515151514	6306.733636363637	2054.6542424242425	8243.450909090909	5505.008484848485
Metabolism;Carbohydrate metabolism;Butanoate metabolism;Butanoate metabolism	https://www.genome.jp/entry/ko00650	ko00650	377334.9708571429	3033.644285714285	3848.941999999999	3181.19	3416.2837142857143	2619.638857142857	3866.8971428571435	5290.358285714286	4405.9874285714295	5182.853142857143	6370.615142857143	5861.187714285715	4847.795714285714	3954.2137142857136	6511.332	3580.8028571428567	5856.397142857143	4181.388857142857	6303.244285714286	4904.1245714285715	3214.732571428571	3578.4174285714284	5421.746857142857	4875.178571428572	2978.6671428571426	5673.634	6179.241142857142	5677.025142857143	8253.749714285714	5702.145428571429	5716.7634285714275	7508.325428571429	3960.684	7786.421428571429	4262.025999999999	8459.908571428572	6360.644	5181.536571428571	7210.430285714286	5694.562571428571	6364.798571428571	7123.4317142857135	7961.751714285716	4959.9391428571425	1648.1482857142857	5236.737428571429	5843.141999999999	5955.9931428571435	7057.952	7499.308285714285	7431.605714285714	8298.823428571428	6325.628571428571	6264.3165714285715	7214.521142857142	4138.180571428571	7399.268285714286	5724.102857142857	4906.353142857143	4665.419714285715	3129.1399999999994	3958.8871428571424	6909.232571428572	6371.973428571428	5479.234285714286	6460.36342857143	6551.858571428572	2132.036	7976.432857142858	5433.653142857142
Metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism;C5-Branched dibasic acid metabolism	https://www.genome.jp/entry/ko00660	ko00660	942666.795	7463.718333333333	9358.941666666668	8310.081666666667	9221.78	7656.778333333333	9637.826666666666	13217.230000000003	12042.910000000002	13686.131666666668	15882.495000000003	15056.465000000002	13269.833333333334	9873.220000000001	16014.546666666667	8662.023333333333	13779.215000000002	10087.798333333334	16732.298333333336	12220.215000000002	9830.178333333333	10870.94	13286.856666666668	13030.279999999999	8318.745	14695.06	16693.495000000003	13944.253333333334	19455.646666666667	14120.231666666667	13889.31	17947.10666666667	10152.683333333332	18827.108333333334	10050.393333333333	20500.553333333333	15688.393333333333	12840.643333333332	17587.048333333332	13357.340000000002	15686.868333333332	16758.36333333333	19431.721666666668	12286.524999999996	3961.7016666666664	12255.793333333335	14971.673333333332	15685.231666666665	16377.253333333332	18171.96	18058.406666666666	19462.22	15325.828333333333	15211.176666666666	18163.26166666666	9988.096666666666	18042.030000000002	13970.196666666665	12676.498333333331	13367.226666666667	8395.891666666668	9648.979999999998	17083.035	16074.368333333332	13459.956666666667	16178.133333333333	15504.871666666668	5056.1016666666665	21091.368333333332	13062.279999999999
Metabolism;Metabolism of cofactors and vitamins;One carbon pool by folate;One carbon pool by folate	https://www.genome.jp/entry/ko00670	ko00670	1142375.6678571424	8965.119285714285	11858.463571428569	9723.289285714285	9722.160714285714	7710.976428571429	12294.089999999998	16478.125714285718	14238.381428571429	16166.13428571429	20045.53857142857	17826.547857142858	15217.767857142859	11592.646428571428	19876.59	10718.041428571427	18084.76785714286	12705.157857142856	19768.280000000002	15645.259285714284	9879.246428571427	10854.884285714286	15862.142857142857	13872.78857142857	8573.46142857143	16579.865714285716	17997.22357142857	16830.838571428572	24451.836428571434	17164.263571428568	17413.159999999996	21607.428571428572	12045.994285714287	22705.160714285714	13080.374285714282	24705.175714285717	19841.812142857143	15049.66357142857	22531.27428571429	17008.362857142856	19352.93428571429	19449.972857142853	24400.648571428577	14335.410714285714	5033.552857142857	15668.244285714285	17261.776428571426	18013.452142857142	20103.285714285717	23659.687142857143	22694.745	25066.35714285714	19678.247142857144	19271.97357142857	22143.58571428571	12309.955000000004	22254.97	18323.484999999997	15798.152142857145	14036.062142857143	9192.03857142857	12039.902857142855	21269.169285714284	19927.597857142857	16866.14642857143	20520.377142857145	20550.895	6122.515714285714	24512.437142857143	15825.79428571428
Metabolism;Energy metabolism;Methane metabolism;Methane metabolism	https://www.genome.jp/entry/ko00680	ko00680	330744.3122580646	2622.1226881720436	3335.0247311827957	2838.637526881721	3060.2664516129043	2384.584623655914	3423.878602150537	4790.0489247311825	3991.226666666667	4672.542150537635	5581.706666666667	5129.919462365591	4325.747311827957	3489.6004301075263	5791.84182795699	3128.06870967742	5087.03182795699	3591.7029032258065	5562.18612903226	4336.33623655914	3158.8258064516126	3421.8558064516133	4744.279569892472	4285.989892473118	2630.684086021506	4999.15064516129	5460.818817204301	5038.132795698924	7081.985913978497	4953.658494623656	5070.473870967744	6394.3387096774195	3565.6437634408603	6638.7005376344105	3777.21870967742	7102.549892473118	5548.42806451613	4449.8895698924725	6337.292903225809	4855.980537634409	5515.419247311827	6094.997204301075	6871.862150537634	4273.137419354838	1434.4855913978495	4478.925913978495	5113.27505376344	5236.337849462366	5877.750322580646	6551.802688172044	6542.8707526881735	7143.646021505375	5497.758279569892	5573.456129032257	6323.152150537635	3594.5456989247314	6368.693010752688	5045.569462365591	4433.378602150538	4254.375376344085	2813.1161290322584	3484.011827956989	6015.563225806449	5600.389569892474	4825.051290322581	5693.309354838709	5793.528602150538	1776.7788172043004	7147.07129032258	4711.680967741934
