classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
NA	https://www.genome.jp/dbget-bin/www_bget?K03523	K03523	612321.95	6098.1	4438.49	5384.889999999999	9906.53	7804.93	5180.289999999999	6284.110000000001	9161.880000000001	11570.08	10534.369999999999	13401.7	12566.35	6915.19	9014.59	5358.29	5378.65	4952.78	11891.5	5581.43	10851.67	11793.380000000001	9141.67	13963.45	8928.05	12935.77	14373.36	8945.79	10001.65	7489.33	7408.51	12514.92	7128.43	10532.65	4303.09	14456.15	8251.57	11406.4	9487.460000000001	6797.0	8149.3	10974.67	10026.12	9450.2	1913.24	6188.05	13462.42	12707.08	10177.7	7184.24	9377.79	8708.0	7161.049999999999	8383.130000000001	9157.470000000001	6668.82	10618.02	6109.95	7346.879999999999	15156.470000000001	7710.62	5812.34	11177.47	10682.769999999999	8418.79	6585.18	7027.71	3383.9600000000005	12551.47	7916.59
Ligases;Forming carbon-nitrogen bonds;Other carbon-nitrogen ligases;birA, BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	https://www.genome.jp/dbget-bin/www_bget?K03524	K03524	1335555.61	11148.01	13068.15	11799.98	13129.449999999999	10266.1	13711.21	18572.699999999997	17043.96	19807.08	23028.280000000002	21569.61	18873.100000000002	13756.03	22995.76	12310.369999999999	19706.81	14215.53	23531.410000000003	17488.43	13229.51	14725.380000000001	18536.0	19196.870000000003	11666.130000000001	20639.519999999997	22550.78	19778.699999999997	28497.65	19922.0	19966.839999999997	25503.0	14335.35	24807.9	14581.09	28614.480000000003	22730.07	18246.57	25143.210000000003	18814.839999999997	22039.139999999996	23736.17	27919.2	17377.95	5534.99	17330.71	21582.67	22146.339999999997	22984.95	25850.82	25517.71	28025.5	22018.130000000005	21937.88	25237.559999999994	14134.07	26180.600000000002	20281.62	17929.380000000005	19073.219999999998	11335.37	13806.59	24745.219999999998	23403.019999999997	19154.38	22501.760000000002	21875.870000000003	6895.039999999999	28953.219999999998	18538.67
Transferases;Transferring phosphorus-containing groups;Phosphotransferases with an alcohol group as acceptor;coaX, type III pantothenate kinase [EC:2.7.1.33]	https://www.genome.jp/dbget-bin/www_bget?K03525	K03525	1365228.5799999998	10613.08	13462.42	11839.91	13162.25	10497.58	13943.41	19252.33	17224.66	20431.75	23581.75	22175.08	19200.75	14307.66	23552.33	12947.17	20522.58	14741.5	24223.33	17906.5	14250.84	15525.58	19411.17	17236.92	11137.5	21281.92	23067.25	20537.17	27233.42	20080.33	20490.509999999995	26714.67	14858.08	25736.0	14980.09	30028.58	22875.67	19071.0	26162.58	19885.67	22417.67	24997.839999999997	28216.17	17461.42	5730.92	18209.58	21800.0	22805.17	24058.42	26692.0	26493.740000000005	28043.17	22107.5	22920.25	26005.839999999997	14982.5	26086.25	20639.42	18437.660000000003	18676.42	11888.0	14150.99	24274.25	23184.5	19664.08	23064.910000000003	22308.839999999997	7181.91	29127.5	19450.67
Oxidoreductases;Acting on CH or CH2 groups;With an iron-sulfur protein as acceptor;gcpE, ispG, (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	https://www.genome.jp/dbget-bin/www_bget?K03526	K03526	1291929.9599999997	9952.41	12888.75	11235.78	12216.25	9849.25	13612.81	18244.5	16665.86	19180.08	22631.88	21493.410000000003	18567.15	13550.03	22645.76	12201.97	19510.910000000003	13889.83	22859.160000000003	17314.829999999998	12474.710000000001	13526.78	18311.0	15183.52	9768.83	20355.92	21561.78	19271.5	25598.15	19118.0	19580.839999999997	25114.0	13947.75	23454.0	14211.09	28332.58	22185.67	18143.57	24889.610000000004	18562.839999999997	21095.339999999997	23277.17	27191.0	16707.75	5460.59	17070.910000000003	20906.67	21747.739999999998	22660.75	25374.17	24824.910000000003	26593.5	21553.230000000003	21653.280000000002	24682.509999999995	13781.67	24686.45	20088.42	17759.730000000003	17615.620000000003	11152.17	13488.99	23279.42	22619.969999999998	18937.780000000002	21807.910000000003	21402.07	6763.639999999999	27224.17	18419.67
Oxidoreductases;Acting on CH or CH2 groups;With an iron-sulfur protein as acceptor;ispH, lytB, 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	https://www.genome.jp/dbget-bin/www_bget?K03527	K03527	1321628.9599999997	10146.41	13218.75	11443.78	12524.25	10096.25	13774.81	18862.5	16860.86	19367.08	23126.88	22004.410000000003	18853.15	13926.03	23118.76	12458.97	19905.910000000003	14265.83	23192.160000000003	17569.829999999998	12724.710000000001	13783.78	18627.0	15661.52	10034.83	20925.92	22406.78	19854.5	26222.15	19488.0	19937.839999999997	25655.0	14321.75	24080.0	14569.09	29369.58	22566.67	18517.57	25420.610000000004	19022.839999999997	21454.339999999997	23779.17	27689.0	17013.75	5595.59	17533.910000000003	21306.67	22083.739999999998	23445.75	26079.17	25608.910000000003	27151.5	21945.230000000003	22116.280000000002	25234.509999999995	14168.67	25277.45	20481.42	18061.730000000003	18035.620000000003	11592.17	13861.99	23556.42	23012.969999999998	19320.780000000002	22293.910000000003	22059.07	7104.639999999999	27985.17	18872.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03528	K03528	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03529	K03529	625046.4500000001	7022.35	4233.57	5500.8099999999995	10432.949999999999	8037.93	5245.459999999999	6032.53	9092.630000000001	11984.83	10639.869999999999	13050.45	12565.1	6584.86	8666.01	5248.37	5313.4	4945.03	12316.0	5770.43	11119.92	12464.630000000001	8537.75	16413.45	9830.8	12665.27	14601.03	8675.619999999999	12551.15	8184.83	7282.09	12161.25	7008.93	11159.65	4177.17	13938.65	8723.82	11111.4	9175.630000000001	6574.25	8952.05	10452.67	10615.12	9702.2	1857.07	5984.3	13526.92	12978.5	9629.45	7086.82	9266.21	9379.5	7479.549999999999	8321.130000000001	9646.220000000001	6467.65	12093.02	6133.7	7272.379999999999	15779.220000000001	7463.45	5685.26	12151.22	11353.519999999999	8083.96	7165.93	6663.54	3252.88	13904.22	7658.92
NA	https://www.genome.jp/dbget-bin/www_bget?K03530	K03530	2711795.19	19494.44	30792.22	22555.51	16638.98	13711.449999999999	30704.190000000002	41649.729999999996	32365.140000000003	34431.25	47982.01000000001	38503.14000000001	30820.800000000003	26554.11	48729.26	25921.19	47944.79000000001	32306.650000000005	45489.240000000005	40778.2	15703.480000000001	17305.480000000003	37023.84	23674.89	14517.43	35394.619999999995	37434.03	39784.57	60967.82	42595.0	43709.17999999999	50920.84	27769.45	52003.05	34306.42999999999	58104.46000000001	49822.47	33213.32	57818.64	43321.259999999995	48673.60999999999	45007.59	61442.15	31930.820000000003	13029.31	40115.090000000004	36106.0	39582.189999999995	49267.57	63751.97	57369.92	65480.67	51672.030000000006	48049.399999999994	56365.27999999999	29916.39	54172.83	48493.49	38770.61000000001	23317.57	18718.239999999998	29004.600000000002	51135.6	47780.15	41300.479999999996	53508.69	55001.340000000004	14327.35	58106.6	37635.09
NA	https://www.genome.jp/dbget-bin/www_bget?K03531	K03531	1334344.2900000005	11116.34	13017.15	11770.98	13061.449999999999	10199.1	13706.21	18496.699999999997	17017.29	19808.750000000004	23005.61	21545.94	18807.100000000002	13732.03	22992.43	12300.369999999999	19694.14	14208.2	23460.74	17518.100000000002	13152.18	14636.380000000001	18505.670000000002	19122.54	11626.130000000001	20623.519999999997	22383.45	19707.699999999997	28690.320000000003	20039.0	19941.51	25490.670000000002	14230.35	24810.9	14573.76	28615.81	22744.07	18248.57	25112.210000000003	18794.51	22023.809999999998	23692.84	27933.2	17389.620000000003	5512.99	17320.039999999997	21610.999999999996	22148.01	22939.620000000003	25788.149999999998	25477.039999999997	28044.170000000002	21992.130000000005	21913.550000000003	25117.229999999996	14157.07	26175.93	20285.29	17903.710000000003	18952.22	11243.37	13782.92	25168.549999999996	23363.349999999995	19132.050000000003	22473.09	22021.870000000003	6865.369999999999	28880.549999999996	18527.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03532	K03532	4286.98	34.33	112.33	3.67	57.0	38.67	0.0	2.67	138.0	33.33	37.33	22.33	183.0	17.67	5.33	1.0	223.32999999999998	254.32999999999998	47.33	17.33	10.67	12.0	5.33	25.0	14.33	0.0	0.33	2.33	359.33	664.67	9.33	13.33	3.67	53.0	68.0	53.0	3.0	4.67	18.33	22.67	86.67	29.33	8.33	5.33	5.67	11.33	47.67	174.67	16.33	101.67	6.67	41.33	36.33	11.33	43.67	7.67	34.0	29.0	26.67	280.0	14.67	3.0	192.67000000000002	23.67	31.0	94.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03533	K03533	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Isomerases;Racemases and epimerases;Acting on carbohydrates and derivatives;rhaM, L-rhamnose mutarotase [EC:5.1.3.32]	https://www.genome.jp/dbget-bin/www_bget?K03534	K03534	610670.9799999999	3766.83	7972.58	4551.67	1375.0	1222.17	7768.25	10824.17	7154.0	6891.08	11949.33	7691.33	5652.25	5997.17	12438.58	6219.75	12854.08	8388.08	10124.33	10364.58	993.92	1088.25	9124.83	2687.0	1575.33	5121.0	5987.83	8209.33	14540.83	9478.92	9760.08	10020.08	5416.42	11216.5	8000.25	13264.0	12258.0	5334.67	14852.58	10537.92	12013.42	8716.83	15183.33	5751.58	3427.17	9706.33	5175.67	6940.42	12014.83	16862.17	14405.17	17472.08	13622.08	11502.58	14182.67	7359.42	12613.25	12244.0	9719.67	1178.75	2916.17	5946.25	11324.67	10881.92	10593.5	14506.25	15249.83	3206.33	14174.92	9106.75
NA	https://www.genome.jp/dbget-bin/www_bget?K03535	K03535	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Hydrolases;Acting on ester bonds;Endoribonucleases producing 5'-phosphomonoesters;rnpA, ribonuclease P protein component [EC:3.1.26.5]	https://www.genome.jp/dbget-bin/www_bget?K03536	K03536	1302663.6099999996	10862.01	12998.15	11333.98	12825.449999999999	9284.1	13559.21	18432.699999999997	15932.960000000001	19450.08	22934.280000000002	21499.61	18305.100000000002	13691.03	22968.76	12265.369999999999	19447.81	13767.53	21987.410000000003	17198.43	12537.51	13101.380000000001	18481.0	15706.87	9431.130000000001	20355.519999999997	20977.78	19627.699999999997	27784.65	19609.0	19910.839999999997	25429.0	14148.35	24039.9	14570.09	28477.480000000003	22333.07	18225.57	24991.210000000003	18773.839999999997	21392.139999999996	23649.17	27303.2	17241.95	5441.99	17301.71	21415.67	21399.339999999997	22891.95	25664.82	25396.71	27504.5	21549.130000000005	21875.88	23870.559999999994	14136.07	25397.600000000002	20192.62	17535.380000000005	18324.22	11067.37	13760.59	24105.219999999998	22783.019999999997	19115.38	21686.760000000002	21847.870000000003	6827.039999999999	26221.219999999998	18508.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03543	K03543	815342.7300000001	6069.08	9365.33	8907.67	305.5	330.67	13054.5	12615.67	13231.75	12517.83	22004.83	5316.33	10696.0	6535.17	13927.83	6468.75	17154.33	9900.08	16002.83	17684.33	365.42	303.5	9498.58	714.75	434.08000000000004	847.25	819.58	4005.58	24617.83	14314.42	14537.33	13856.33	7286.67	16694.5	10730.5	25369.5	22478.25	1173.17	22171.33	13297.17	20278.67	9847.33	27108.08	709.33	3852.92	11903.58	8457.92	10669.92	14820.83	27101.17	17664.67	29935.08	21561.83	15900.33	21753.17	891.67	18337.0	18629.25	17010.67	979.25	465.42	800.75	21384.67	19022.17	13782.25	25525.75	1699.58	292.33	18059.92	11293.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03544	K03544	1457386.1599999995	12310.51	14170.15	13041.009999999998	14937.619999999999	11734.68	14302.189999999999	20718.7	18094.240000000005	21357.91	24535.750000000004	22883.610000000004	20119.5	15459.81	24692.190000000002	13250.92	20551.56	15190.61	25191.410000000003	18326.76	16356.88	17798.41	20583.829999999998	22961.719999999998	13935.63	22386.69	25845.730000000003	21703.199999999997	31747.55	21503.829999999998	21424.51	27449.329999999998	15906.68	27734.65	15564.59	31660.730000000003	24006.74	19582.719999999998	26836.410000000003	20623.089999999997	24434.639999999996	25850.09	29729.120000000003	18472.449999999997	6007.24	19042.96	23322.34	23622.159999999996	24902.7	27912.07	28502.289999999997	30496.0	23199.530000000002	23390.16	27281.479999999996	15443.15	28414.470000000005	21190.62	19378.11	21442.34	13093.199999999999	14868.17	26698.64	24739.489999999998	20855.91	24714.59	23640.440000000002	7729.19	32724.14	19806.42
NA	https://www.genome.jp/dbget-bin/www_bget?K03545	K03545	1776360.5099999995	16273.51	15878.4	15942.060000000001	21617.87	16298.18	18078.79	23008.95	24195.54	30116.16	31779.200000000004	33011.86	29820.600000000002	18813.11	29609.84	15785.869999999999	22389.31	16936.86	32735.660000000003	21801.01	22457.179999999997	23672.96	25238.079999999998	26612.619999999995	16207.63	30654.19	32437.030000000002	25895.7	35587.15	25068.329999999998	25000.26	33718.33	19740.18	31092.9	17001.839999999997	38550.73	29200.49	25773.82	31450.710000000003	22545.339999999997	28323.889999999996	30121.59	35428.62	24784.45	6600.74	20845.21	32610.84	32434.51	28881.45	30538.32	31792.039999999997	33747.0	27316.630000000005	27953.46	31758.229999999996	18108.15	34352.270000000004	24806.87	23832.210000000003	32039.89	17170.699999999997	17579.420000000002	33182.39	32462.19	25424.21	27125.34	25803.290000000005	8450.039999999999	37148.39	23739.92
NA	https://www.genome.jp/dbget-bin/www_bget?K03546	K03546	1080597.6099999996	9268.01	11049.15	9191.48	10395.949999999999	7530.6	12193.71	15242.199999999999	14507.460000000001	17631.08	21236.030000000002	19427.11	16757.350000000002	11425.53	19689.76	10211.619999999999	16219.81	11471.28	19394.660000000003	14705.18	10492.51	10397.880000000001	16207.75	10685.12	6652.13	15518.27	16537.03	14733.449999999999	22403.65	14773.75	15496.84	19349.0	11260.85	18984.15	11011.09	24260.980000000003	19131.82	14505.57	22150.710000000003	14847.84	19157.639999999996	16006.17	23122.45	13223.95	4584.74	13663.96	16991.92	17428.589999999997	18631.949999999997	21370.82	21136.710000000003	24237.75	19383.130000000005	18051.38	20988.559999999994	10634.07	21005.600000000002	16898.87	15771.38	14774.970000000001	9210.12	10069.84	20382.219999999998	20319.769999999997	17156.13	19365.010000000002	17843.870000000003	5275.539999999999	22060.469999999998	14901.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03547	K03547	1079278.6099999996	9353.01	10946.65	9245.48	10417.949999999999	7579.6	12261.71	15071.199999999999	14456.460000000001	17686.08	21153.030000000002	19298.61	16647.35	11252.03	19540.76	10156.619999999999	16167.81	11381.28	19661.660000000003	14846.18	10441.51	10349.880000000001	15820.75	10576.12	6580.13	15333.27	16373.03	14559.449999999999	22884.65	14996.75	15338.84	19133.0	11187.85	19321.15	10888.59	24066.980000000003	19199.82	14369.57	22141.710000000003	14681.84	19484.639999999996	15645.67	23189.45	13111.95	4623.74	13511.96	16818.920000000002	17574.589999999997	18321.949999999997	21157.82	20986.710000000003	24457.75	19657.130000000005	17886.38	21493.559999999994	10554.07	21374.600000000002	16842.87	15708.38	14724.970000000001	9113.62	10003.34	20517.219999999998	20449.769999999997	16988.13	19644.010000000002	17717.870000000003	5216.539999999999	22352.469999999998	14780.17
NA	https://www.genome.jp/dbget-bin/www_bget?K03548	K03548	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03549	K03549	87899.13000000002	1839.6799999999998	316.73	904.37	1327.2	1422.27	137.4	347.87	1766.85	1225.33	581.98	139.53	1260.95	317.67	364.33	142.4	611.73	990.53	2155.58	412.68	1701.7199999999998	3533.6	268.33000000000004	10791.6	5671.38	673.6	2265.33	611.5300000000001	5320.83	1598.67	555.33	564.3299999999999	450.27000000000004	1690.65	381.0	544.4	1100.4	150.67000000000002	256.93	300.67	902.4699999999999	681.33	1572.53	1356.53	55.57	287.13	1039.67	1116.27	342.53	398.07	815.4699999999999	1756.83	679.73	461.93	1040.47	619.0699999999999	2792.4	407.2	653.0699999999999	2444.6	326.87	271.6	3778.4700000000003	1589.22	402.6	1253.1	718.38	195.73000000000002	5082.97	161.0
Hydrolases;Acting on acid anhydrides;Acting on acid anhydrides to facilitate cellular and subcellular movement;ruvA, holliday junction DNA helicase RuvA [EC:3.6.4.12]	https://www.genome.jp/dbget-bin/www_bget?K03550	K03550	1333633.61	11116.01	13012.15	11770.98	13055.449999999999	10198.1	13701.21	18474.699999999997	17016.96	19808.08	23004.280000000002	21544.61	18807.100000000002	13727.03	22972.76	12295.369999999999	19689.81	14198.53	23460.410000000003	17517.43	13150.51	14634.380000000001	18502.0	19121.870000000003	11626.130000000001	20613.519999999997	22362.78	19701.699999999997	28681.65	20030.0	19932.839999999997	25479.0	14223.35	24762.9	14572.09	28599.480000000003	22744.07	18243.57	25105.210000000003	18786.839999999997	22015.139999999996	23669.17	27933.2	17379.95	5503.99	17312.71	21608.67	22142.339999999997	22920.95	25756.82	25448.71	28038.5	21966.130000000005	21909.88	25113.559999999994	14139.07	26157.600000000002	20273.62	17902.380000000005	18951.22	11242.37	13776.59	25165.219999999998	23362.019999999997	19129.38	22467.760000000002	21903.870000000003	6859.039999999999	28818.219999999998	18520.67
Hydrolases;Acting on acid anhydrides;Acting on acid anhydrides to facilitate cellular and subcellular movement;ruvB, holliday junction DNA helicase RuvB [EC:3.6.4.12]	https://www.genome.jp/dbget-bin/www_bget?K03551	K03551	1333633.61	11116.01	13012.15	11770.98	13055.449999999999	10198.1	13701.21	18474.699999999997	17016.96	19808.08	23004.280000000002	21544.61	18807.100000000002	13727.03	22972.76	12295.369999999999	19689.81	14198.53	23460.410000000003	17517.43	13150.51	14634.380000000001	18502.0	19121.870000000003	11626.130000000001	20613.519999999997	22362.78	19701.699999999997	28681.65	20030.0	19932.839999999997	25479.0	14223.35	24762.9	14572.09	28599.480000000003	22744.07	18243.57	25105.210000000003	18786.839999999997	22015.139999999996	23669.17	27933.2	17379.95	5503.99	17312.71	21608.67	22142.339999999997	22920.95	25756.82	25448.71	28038.5	21966.130000000005	21909.88	25113.559999999994	14139.07	26157.600000000002	20273.62	17902.380000000005	18951.22	11242.37	13776.59	25165.219999999998	23362.019999999997	19129.38	22467.760000000002	21903.870000000003	6859.039999999999	28818.219999999998	18520.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03553	K03553	1334084.61	11118.01	13016.15	11772.98	13062.449999999999	10211.1	13702.21	18476.699999999997	17020.96	19813.08	23007.280000000002	21544.61	18813.100000000002	13731.03	22975.76	12299.369999999999	19697.81	14201.53	23469.410000000003	17522.43	13155.51	14649.380000000001	18503.0	19150.870000000003	11646.130000000001	20616.519999999997	22375.78	19705.699999999997	28691.65	20034.0	19937.839999999997	25481.0	14236.35	24767.9	14573.09	28603.480000000003	22745.07	18243.57	25112.210000000003	18788.839999999997	22020.139999999996	23674.17	27948.2	17381.95	5506.99	17313.71	21611.67	22148.339999999997	22925.95	25765.82	25456.71	28050.5	21969.130000000005	21911.88	25124.559999999994	14140.07	26159.600000000002	20273.62	17914.380000000005	18959.22	11253.37	13778.59	25176.219999999998	23368.019999999997	19130.38	22483.760000000002	21913.870000000003	6861.039999999999	28865.219999999998	18523.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03554	K03554	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03555	K03555	1281302.8599999996	11010.26	13007.15	10324.48	12087.449999999999	9014.1	13599.21	17500.699999999997	15625.710000000001	18966.08	22925.030000000002	21440.61	17900.350000000002	12996.03	21400.76	12007.369999999999	19287.81	13533.53	21851.160000000003	17254.68	11617.26	12074.380000000001	17653.0	14160.87	8329.880000000001	20134.519999999997	20590.78	19235.699999999997	27864.15	19226.0	19475.839999999997	25137.0	13952.35	24271.65	14416.09	28252.480000000003	21932.07	18157.57	24922.210000000003	18757.839999999997	21833.139999999996	21038.17	26828.2	16883.95	5462.49	17288.71	21026.67	21355.339999999997	22666.95	25587.82	25247.71	27633.0	21834.130000000005	21563.88	24434.559999999994	14016.07	25698.600000000002	20185.62	17405.380000000005	17526.22	11032.37	13638.59	24109.219999999998	22970.269999999997	19022.38	21881.260000000002	21657.620000000003	6807.039999999999	25668.719999999998	17104.67
NA	https://www.genome.jp/dbget-bin/www_bget?K03556	K03556	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03557	K03557	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K03558	K03558	718365.41	4257.91	8780.58	6351.67	2765.5	2287.17	8616.75	12475.17	7808.08	7942.25	12426.16	8545.16	6229.25	7154.17	14310.75	7096.0	14497.41	9294.5	11388.16	11996.25	2010.3400000000001	2138.75	9988.25	2457.42	1663.08	8066.25	7832.75	11127.08	16802.0	12244.17	12726.75	13499.75	7258.42	14094.0	10497.92	14824.83	14290.25	7213.17	16040.58	12305.59	13637.09	13380.5	17697.08	7748.75	3736.42	11438.41	8198.75	9481.84	13339.5	18676.0	16254.5	19193.5	14872.58	13683.75	16108.34	7667.42	14619.58	14224.92	10695.0	3048.0	3827.92	8165.33	13254.0	12362.75	11146.42	15669.33	15262.08	3644.16	15080.5	10946.75
NA	https://www.genome.jp/dbget-bin/www_bget?K03559	K03559	767069.41	4415.91	8798.58	8584.67	4494.5	2890.17	8865.75	14288.17	7985.08	9153.25	12439.16	8602.16	6368.25	8542.17	17445.75	7567.0	14698.41	9638.5	11838.16	12329.25	3286.34	3238.75	11634.25	2848.42	1906.08	8285.25	8040.75	11859.08	18282.0	13909.17	13537.75	14038.75	7513.42	14653.0	10742.92	15202.83	15617.25	7297.17	16374.58	12306.59	14327.09	18593.5	19449.08	8380.75	3825.42	11431.41	8888.75	10156.84	13758.5	18820.0	16518.5	20184.5	15419.58	14288.75	16752.339999999997	7896.42	15337.58	14178.92	10618.0	3989.0	3854.92	8351.33	13500.0	12522.75	11304.42	16052.33	15495.08	3640.16	16284.5	13729.75
NA	https://www.genome.jp/dbget-bin/www_bget?K03560	K03560	14349.98	259.33	131.32999999999998	142.67000000000002	217.0	170.67000000000002	162.0	54.67	124.0	190.32999999999998	51.33	96.33	160.0	42.67	40.33	39.0	256.33	144.32999999999998	476.33	289.33000000000004	21.67	39.0	46.33	110.0	84.33	223.0	237.32999999999998	56.33	880.3299999999999	403.66999999999996	76.33	129.32999999999998	68.67	550.0	73.0	140.0	271.0	56.67	138.32999999999998	90.67	603.6700000000001	140.32999999999998	408.33000000000004	94.33	111.67	63.33	88.67	274.66999999999996	111.33	109.67	65.67	518.3299999999999	406.33	49.33	703.6700000000001	51.67	653.0	88.0	113.67	105.0	62.67	74.0	558.6700000000001	313.67	85.0	561.0	275.33	78.33	761.67	75.0
